"Number of header lines:";"35";
"Experiment";"280323_Lphn31_HOM_&WT_Methylphenidate_6dpf_DL&NN";
"System Independent Variable";
"Trial name";"Trial     1";
"Trial ID";"0";
"Arena name";"E6";
"Arena ID";"43";
"Subject name";"Subject 1";
"Subject ID";"0";
"Arena settings";"Arena Settings 1";
"Detection settings";"Detection Settings 1";
"Trial Control settings";"Default";
"Start time";"28/03/2023 13:00:00,0";
"Trial duration";"+ 20:41:23.4";
"Recording after";"+ 00:00:00.0";
"Recording duration";"+ 20:41:23.4";
"Track";"Track filet0000a0043o0000_0001.trk";
"Tracking source";"";
"Video file";"Z:\ADHD\Lphn 3.1\Methylphenidate\280323\280323_Lphn31_HOM_&WT_Methylphenidate_6dpf_DL&NN_plate1.mpg";
"Video start time";"29/03/2023 09:41:30.0";
"Trial status";"2";
"Acquisition status";"Acquired";
"Track status";"Acquired";
"Video file status";"External";
"Sync status";"Not available";
"Reference duration";"+ 20:41:23.4";
"Reference time";"29/03/2023 09:41:30.0";
"Sof file";"";
"Missed samples";"2.1 %";
"Subject not found";"3.7 %";
"User-defined Independent Variable";
"Treatment";"";
" ";
"Trial time";"Recording time";"X center";"Y center";"Area";"Areachange";"Elongation";"Distance moved";"Velocity";"Movement(Moving / center-point)";"Movement(Not Moving / center-point)";"All";
15.800;15.800;-8.66312;12.3019;2.04973;0.830972;0.588212;0.160243;0.801214;0;1;1;
16.000;16.000;-8.64698;12.1943;2.16053;0.775574;0.44285;0.108801;0.544003;0;1;1;
16.200;16.200;-8.66939;11.4467;1.60655;1.99433;0.320292;0.74791;3.73955;0;1;1;
16.400;16.400;-8.70149;11.0623;1.44035;1.05256;0.140096;0.385772;1.92886;0;1;1;
16.600;16.600;-8.87173;11.564;1.60655;1.49575;0.417473;0.529802;2.64901;0;1;1;
16.800;16.800;-8.87173;11.564;1.60655;0;0.417473;0;0;0;1;1;
17.000;17.000;-9.03389;11.6197;1.99433;0.387787;0.39367;0.171446;0.857229;0;1;1;
17.200;17.200;-12.7536;12.2572;2.04973;4.04407;0.54489;3.77399;18.87;1;0;1;
17.400;17.400;-13.119;12.4199;2.32672;1.38495;0.791332;0.399898;1.99949;1;0;1;
17.600;17.600;-13.145;12.4175;2.27132;0.0553982;0.774115;0.0260946;0.130473;1;0;1;
17.800;17.800;-13.3356;12.3568;1.66194;0.60938;0.679697;0.200021;1.00011;1;0;1;
18.000;18.000;-13.7162;10.2163;1.05256;2.71451;0.507236;2.17406;10.8703;1;0;1;
18.200;18.200;-13.7162;10.2163;1.05256;0;0.507236;0;0;1;0;1;
18.400;18.400;-13.5891;10.0775;1.38495;0.775574;0.862883;0.188156;0.940781;1;0;1;
18.600;18.600;-12.6464;9.07101;0.997167;2.38212;0.0765053;1.37909;6.89547;1;0;1;
18.800;18.800;-12.3699;8.96267;0.941769;0.60938;0.27925;0.296936;1.48468;1;0;1;
19.000;19.000;-11.686;8.63016;0.941769;1.55115;0.632544;0.760424;3.80212;1;0;1;
19.200;19.200;-11.4707;8.69478;1.44035;0.60938;0.249027;0.224779;1.12389;1;0;1;
19.400;19.400;-9.35473;8.65785;0.830972;2.27132;0.565255;2.11633;10.5816;1;0;1;
19.600;19.600;-9.41472;8.90966;0.830972;0.775574;0.704517;0.258858;1.29429;1;0;1;
19.800;19.800;"-";"-";"-";"-";"-";"-";"-";1;0;1;
20.000;20.000;"-";"-";"-";"-";"-";"-";"-";1;0;1;
20.200;20.200;-8.52229;9.5226;1.10796;"-";0.491578;"-";"-";1;0;1;
20.400;20.400;-8.0862;10.6596;0.775574;1.88354;0.273131;1.21772;6.08861;1;0;1;
20.600;20.600;-8.12322;10.6519;0.664778;0.110796;0.322111;0.0377963;0.188981;1;0;1;
20.800;20.800;-8.14291;10.8063;0.997167;0.443185;0.523627;0.155622;0.77811;1;0;1;
21.000;21.000;-8.14291;10.8063;0.997167;0;0.523627;0;0;1;0;1;
21.200;21.200;-8.14291;11.277;0.997167;1.10796;0.523627;0.470736;2.35368;1;0;1;
21.400;21.400;-8.01232;11.5003;1.05256;0.498583;0.3727;0.258703;1.29351;1;0;1;
21.600;21.600;-8.09568;11.6998;1.38495;0.553982;0.586148;0.216131;1.08066;1;0;1;
21.800;21.800;-8.59229;13.0995;1.27416;2.65911;0.599966;1.48518;7.42591;1;0;1;
22.000;22.000;-8.5641;13.3293;0.88637;0.498583;0.264279;0.231538;1.15769;1;0;1;
22.200;22.200;-9.02848;13.7419;1.16336;1.60655;0.539759;0.621207;3.10604;1;0;1;
22.400;22.400;-9.02848;13.7419;1.16336;0;0.539759;0;0;1;0;1;
22.600;22.600;-9.03896;13.5151;1.60655;0.443185;0.668902;0.227034;1.13517;1;0;1;
22.800;22.800;-8.9781;13.6326;1.93894;0.553982;0.731654;0.132331;0.661655;1;0;1;
23.000;23.000;-8.9781;13.6326;1.93894;0;0.731654;0;0;1;0;1;
23.200;23.200;-8.95825;13.5979;1.10796;1.05256;0.401314;0.0400021;0.20001;1;0;1;
23.400;23.400;-10.6123;14.5882;1.44035;2.54831;0.41655;1.92789;9.63947;1;0;1;
23.600;23.600;-10.9446;14.5108;0.997167;0.997167;0.467037;0.341181;1.70591;1;0;1;
23.800;23.800;-10.9446;14.5108;0.997167;0;0.467037;0;0;1;0;1;
24.000;24.000;-10.8583;14.4307;1.27416;0.276991;0.639387;0.117759;0.588796;1;0;1;
24.200;24.200;-13.0948;13.4895;1.49575;2.76991;0.800908;2.42644;12.1322;1;0;1;
24.400;24.400;-13.2002;13.3709;1.77274;0.60938;0.67112;0.158732;0.79366;1;0;1;
24.600;24.600;-14.0044;11.6507;0.332389;2.10513;0.745356;1.89884;9.49422;1;0;1;
24.800;24.800;-14.0698;11.6376;0.276991;0.0553982;0.545894;0.0666748;0.333374;1;0;1;
25.000;25.000;-14.038;11.3593;0.720176;0.443185;0.159154;0.280138;1.40069;1;0;1;
25.200;25.200;-13.9055;11.395;1.21876;0.60938;0.689576;0.137189;0.685946;1;0;1;
25.400;25.400;-13.8396;10.4915;1.71734;2.16053;0.737282;0.905822;4.52911;1;0;1;
25.600;25.600;-13.769;10.3562;0.88637;0.941769;0.252525;0.152649;0.763247;1;0;1;
25.800;25.800;-13.7363;10.3104;1.05256;0.166194;0.407195;0.056242;0.28121;1;0;1;
26.000;26.000;-13.7267;10.3342;1.10796;0.0553982;0.440082;0.0256903;0.128451;1;0;1;
26.200;26.200;-12.9452;9.53241;0.88637;1.99433;0.716276;1.11961;5.59807;1;0;1;
26.400;26.400;-12.804;9.21466;0.941769;0.60938;0.507473;0.347716;1.73858;1;0;1;
26.600;26.600;-11.3997;8.33203;0.775574;1.71734;0.792512;1.6587;8.29348;1;0;1;
26.800;26.800;-10.9974;8.68698;1.27416;1.38495;0.584142;0.536492;2.68246;1;0;1;
27.000;27.000;-10.991;8.711;1.44035;0.166194;0.661405;0.0248571;0.124285;1;0;1;
27.200;27.200;-9.0981;8.71703;1.21876;2.65911;0.523699;1.89289;9.46444;1;0;1;
27.400;27.400;-8.6159;8.94399;0.997167;1.44035;0.27669;0.532942;2.66471;1;0;1;
27.600;27.600;-8.8263;9.29704;1.10796;0.997167;0.441989;0.410994;2.05497;1;0;1;
27.800;27.800;-8.8263;9.29704;1.10796;0;0.441989;0;0;1;0;1;
28.000;28.000;-8.8263;9.76778;1.10796;1.32956;0.441989;0.470736;2.35368;1;0;1;
28.200;28.200;-8.60775;9.66971;1.21876;0.553982;0.437918;0.239551;1.19775;1;0;1;
28.400;28.400;-8.60775;9.66971;1.21876;0;0.437918;0;0;1;0;1;
28.600;28.600;-8.62036;9.82172;0.88637;0.332389;0.858573;0.152531;0.762653;1;0;1;
28.800;28.800;-8.42456;10.2399;1.44035;1.77274;0.758436;0.461723;2.30862;1;0;1;
29.000;29.000;-8.42456;10.2399;1.44035;0;0.758436;0;0;1;0;1;
29.200;29.200;-8.30065;10.7171;0.443185;1.55115;0.755676;0.493052;2.46526;1;0;1;
29.400;29.400;-8.25423;10.7092;1.10796;0.664778;0.434378;0.0470782;0.235391;1;0;1;
29.600;29.600;"-";"-";"-";"-";"-";"-";"-";1;0;1;
29.800;29.800;"-";"-";"-";"-";"-";"-";"-";1;0;1;
30.000;30.000;-8.01232;12.4059;1.16336;"-";0.84051;"-";"-";1;0;1;
30.200;30.200;-8.02773;12.2475;1.38495;0.221593;0.911559;0.159061;0.795307;1;0;1;
30.400;30.400;-8.00252;12.4745;1.05256;0.332389;0.790947;0.228359;1.14179;1;0;1;
30.600;30.600;-8.43023;12.7048;1.38495;1.32956;0.713516;0.485776;2.42888;1;0;1;
30.800;30.800;-8.43023;12.7048;1.38495;0;0.713516;0;0;1;0;1;
31.000;31.000;-8.43023;12.7048;1.38495;0;0.713516;0;0;1;0;1;
31.200;31.200;-8.43023;12.7048;1.38495;0;0.713516;0;0;0;1;1;
31.400;31.400;-8.47325;12.8119;1.32956;0.498583;0.661735;0.115377;0.576883;0;1;1;
31.600;31.600;-8.47325;12.8119;1.32956;0;0.661735;0;0;0;1;1;
31.800;31.800;-8.53209;13.4636;1.21876;1.77274;0.362218;0.654396;3.27198;0;1;1;
32.000;32.000;-8.57525;13.3218;1.38495;0.60938;0.771844;0.148202;0.741012;0;1;1;
32.200;32.200;-8.57525;13.3218;1.38495;0;0.771844;0;0;0;1;1;
32.400;32.400;-8.57525;13.3218;1.38495;0;0.771844;0;0;0;1;1;
32.600;32.600;-8.54926;13.3866;1.32956;0.387787;0.487616;0.0697488;0.348744;0;1;1;
32.800;32.800;-8.54926;13.8573;1.32956;0.997167;0.487616;0.470736;2.35368;0;1;1;
33.000;33.000;-8.54926;13.8573;1.32956;0;0.487616;0;0;0;1;1;
33.200;33.200;-8.68757;13.4983;1.77274;0.997167;0.824709;0.384753;1.92377;0;1;1;
33.400;33.400;-8.68247;13.7037;1.44035;0.332389;0.685512;0.205452;1.02726;0;1;1;
33.600;33.600;-8.68247;13.7037;1.44035;0;0.685512;0;0;0;1;1;
33.800;33.800;-8.87127;14.0532;1.71734;0.941769;0.5139;0.397276;1.98638;0;1;1;
34.000;34.000;"-";"-";"-";"-";"-";"-";"-";0;1;1;
34.200;34.200;"-";"-";"-";"-";"-";"-";"-";0;1;1;
34.400;34.400;"-";"-";"-";"-";"-";"-";"-";0;1;1;
34.600;34.600;"-";"-";"-";"-";"-";"-";"-";0;1;1;
34.800;34.800;"-";"-";"-";"-";"-";"-";"-";0;1;1;
35.000;35.000;-10.9726;14.0829;1.38495;"-";0.791944;"-";"-";0;1;1;
35.200;35.200;-10.9152;13.4846;0.498583;1.55115;0.549311;0.600979;3.00489;0;1;1;
35.400;35.400;-10.9152;13.4846;0.498583;0;0.549311;0;0;0;1;1;
35.600;35.600;-11.9547;14.2927;1.60655;2.10513;0.615103;1.31669;6.58344;1;0;1;
35.800;35.800;-11.9547;14.2927;1.60655;0;0.615103;0;0;1;0;1;
36.000;36.000;-12.5466;13.6353;2.04973;2.54831;0.620767;0.884542;4.42271;1;0;1;
36.200;36.200;-13.4003;12.634;1.38495;2.8807;0.820625;1.31585;6.57925;1;0;1;
36.400;36.400;-13.4003;12.634;1.38495;0;0.820625;0;0;1;0;1;
36.600;36.600;-13.5429;12.4284;1.49575;0.553982;0.735807;0.250279;1.2514;1;0;1;
36.800;36.800;-13.5454;12.198;1.71734;0.997167;0.805331;0.230421;1.1521;1;0;1;
37.000;37.000;-13.6484;11.9645;2.21593;0.498583;0.759794;0.255127;1.27563;1;0;1;
37.200;37.200;-13.984;11.3981;1.10796;1.32956;0.427297;0.658383;3.29192;1;0;1;
37.400;37.400;-13.9608;10.9926;0.997167;0.775574;0.228255;0.406193;2.03096;1;0;1;
37.600;37.600;-13.9554;11.0133;0.830972;0.276991;0.560361;0.0214086;0.107043;1;0;1;
37.800;37.800;"-";"-";"-";"-";"-";"-";"-";1;0;1;
38.000;38.000;"-";"-";"-";"-";"-";"-";"-";1;0;1;
38.200;38.200;"-";"-";"-";"-";"-";"-";"-";1;0;1;
38.400;38.400;"-";"-";"-";"-";"-";"-";"-";1;0;1;
38.600;38.600;"-";"-";"-";"-";"-";"-";"-";1;0;1;
38.800;38.800;"-";"-";"-";"-";"-";"-";"-";1;0;1;
39.000;39.000;"-";"-";"-";"-";"-";"-";"-";1;0;1;
39.200;39.200;-10.4439;8.24711;0.830972;"-";0.686491;"-";"-";1;0;1;
39.400;39.400;-10.4439;8.24711;0.830972;0;0.686491;0;0;1;0;1;
39.600;39.600;-10.4439;8.24711;0.830972;0;0.686491;0;0;1;0;1;
39.800;39.800;-9.40759;8.67296;0.664778;1.38495;0.636857;1.12038;5.60188;1;0;1;
40.000;40.000;-9.40759;8.67296;0.664778;0;0.636857;0;0;1;0;1;
40.200;40.200;-9.40759;8.67296;0.664778;0;0.636857;0;0;1;0;1;
40.400;40.400;"-";"-";"-";"-";"-";"-";"-";1;0;1;
40.600;40.600;"-";"-";"-";"-";"-";"-";"-";1;0;1;
40.800;40.800;"-";"-";"-";"-";"-";"-";"-";1;0;1;
41.000;41.000;"-";"-";"-";"-";"-";"-";"-";1;0;1;
41.200;41.200;"-";"-";"-";"-";"-";"-";"-";1;0;1;
41.400;41.400;"-";"-";"-";"-";"-";"-";"-";1;0;1;
41.600;41.600;"-";"-";"-";"-";"-";"-";"-";1;0;1;
41.800;41.800;"-";"-";"-";"-";"-";"-";"-";1;0;1;
42.000;42.000;"-";"-";"-";"-";"-";"-";"-";1;0;1;
42.200;42.200;"-";"-";"-";"-";"-";"-";"-";1;0;1;
42.400;42.400;"-";"-";"-";"-";"-";"-";"-";0;1;1;
42.600;42.600;"-";"-";"-";"-";"-";"-";"-";0;1;1;
42.800;42.800;"-";"-";"-";"-";"-";"-";"-";0;1;1;
43.000;43.000;"-";"-";"-";"-";"-";"-";"-";0;1;1;
43.200;43.200;"-";"-";"-";"-";"-";"-";"-";0;1;1;
43.400;43.400;"-";"-";"-";"-";"-";"-";"-";"-";"-";1;
43.600;43.600;"-";"-";"-";"-";"-";"-";"-";"-";"-";1;
43.800;43.800;"-";"-";"-";"-";"-";"-";"-";"-";"-";1;
44.000;44.000;"-";"-";"-";"-";"-";"-";"-";"-";"-";1;
44.200;44.200;"-";"-";"-";"-";"-";"-";"-";"-";"-";1;
44.400;44.400;"-";"-";"-";"-";"-";"-";"-";"-";"-";1;
44.600;44.600;"-";"-";"-";"-";"-";"-";"-";"-";"-";1;
44.800;44.800;-8.94399;14.2398;0.332389;"-";0.6;"-";"-";"-";"-";1;
45.000;45.000;"-";"-";"-";"-";"-";"-";"-";"-";"-";1;
45.200;45.200;"-";"-";"-";"-";"-";"-";"-";"-";"-";1;
45.400;45.400;"-";"-";"-";"-";"-";"-";"-";"-";"-";1;
45.600;45.600;"-";"-";"-";"-";"-";"-";"-";"-";"-";1;
45.800;45.800;"-";"-";"-";"-";"-";"-";"-";"-";"-";1;
46.000;46.000;-11.6507;14.9655;0.387787;"-";0.690141;"-";"-";"-";"-";1;
46.200;46.200;-11.6507;14.9655;0.387787;0;0.690141;0;0;0;1;1;
46.400;46.400;-12.0561;14.959;0.387787;0.332389;0.545894;0.405409;2.02704;0;1;1;
46.600;46.600;-12.0822;14.8353;0.60938;0.443185;0.590526;0.126364;0.631818;0;1;1;
46.800;46.800;-12.0822;14.8353;0.60938;0;0.590526;0;0;0;1;1;
47.000;47.000;-12.1215;14.8282;0.553982;0.0553982;0.475864;0.0398711;0.199356;0;1;1;
47.200;47.200;-11.9351;14.8772;0.88637;0.332389;0.828526;0.192677;0.963385;0;1;1;
47.400;47.400;-11.9351;14.8772;0.88637;0;0.828526;0;0;0;1;1;
47.600;47.600;-12.3378;14.2342;1.49575;2.04973;0.603686;0.758716;3.79358;0;1;1;
47.800;47.800;-12.7545;13.2591;1.88354;3.37929;0.79301;1.0604;5.30198;0;1;1;
48.000;48.000;-12.7545;13.2591;1.88354;0;0.79301;0;0;0;1;1;
48.200;48.200;-13.5729;11.8469;0.775574;2.65911;0.612179;1.63223;8.16115;0;1;1;
48.400;48.400;-13.833;11.3968;0.941769;0.941769;0.47286;0.519861;2.59931;0;1;1;
48.600;48.600;-13.833;11.3968;0.941769;0;0.47286;0;0;0;1;1;
48.800;48.800;-13.833;11.3968;0.941769;0;0.47286;0;0;0;1;1;
49.000;49.000;-13.8686;11.4848;1.10796;0.166194;0.249947;0.0949051;0.474525;0;1;1;
49.200;49.200;-13.6107;10.4201;1.16336;2.16053;0.469675;1.09544;5.47718;1;0;1;
49.400;49.400;-13.6107;10.4201;1.16336;0;0.469675;0;0;1;0;1;
49.600;49.600;-13.3768;10.3497;1.49575;0.88637;0.552715;0.244298;1.22149;1;0;1;
49.800;49.800;"-";"-";"-";"-";"-";"-";"-";1;0;1;
50.000;50.000;-13.1545;9.67149;1.49575;1.99433;0.180655;"-";"-";1;0;1;
50.200;50.200;-13.1545;9.67149;1.49575;0;0.180655;0;0;1;0;1;
50.400;50.400;-13.5035;9.74665;1.16336;1.21876;0.580741;0.35703;1.78515;1;0;1;
50.600;50.600;-13.5035;10.1269;1.16336;0.664778;0.427599;0.38021;1.90105;1;0;1;
50.800;50.800;-13.5035;10.1269;1.16336;0;0.427599;0;0;1;0;1;
51.000;51.000;-13.4106;10.386;1.32956;0.720176;0.868838;0.27525;1.37625;1;0;1;
51.200;51.200;-12.9613;10.2194;1.66194;1.88354;0.675464;0.479113;2.39557;1;0;1;
51.400;51.400;-12.8768;9.83316;1.71734;0.941769;0.58148;0.395378;1.97689;1;0;1;
51.600;51.600;-12.4431;9.07475;1.32956;2.16053;0.568694;0.873669;4.36834;1;0;1;
51.800;51.800;-12.1708;8.70356;1.27416;1.05256;0.452213;0.460369;2.30184;1;0;1;
52.000;52.000;-11.9895;8.79659;1.38495;0.664778;0.350327;0.203774;1.01887;1;0;1;
52.200;52.200;-10.1432;8.49567;0.443185;1.82814;0.228302;1.87063;9.35313;1;0;1;
52.400;52.400;-9.72855;8.0339;0.387787;0.830972;0.460313;0.620648;3.10324;1;0;1;
52.600;52.600;-9.72855;8.0339;0.387787;0;0.460313;0;0;1;0;1;
52.800;52.800;-9.8284;8.47325;1.16336;1.21876;0.779088;0.450558;2.25279;1;0;1;
53.000;53.000;-9.8284;8.47325;1.16336;0;0.779088;0;0;1;0;1;
53.200;53.200;-9.14405;9.07344;0.941769;1.88354;0.357579;0.910254;4.55127;1;0;1;
53.400;53.400;-9.26944;9.2491;1.21876;0.498583;0.545391;0.215814;1.07907;1;0;1;
53.600;53.600;-9.08782;9.18372;0.88637;0.332389;0.254152;0.193021;0.965106;1;0;1;
53.800;53.800;-9.072;9.30323;0.941769;0.276991;0.198277;0.120563;0.602815;1;0;1;
54.000;54.000;-8.86239;9.55281;1.16336;0.997167;0.595833;0.325913;1.62957;1;0;1;
54.200;54.200;-8.86239;9.55281;1.16336;0;0.595833;0;0;1;0;1;
54.400;54.400;-8.86239;9.55281;1.16336;0;0.595833;0;0;1;0;1;
54.600;54.600;-8.69792;9.57877;1.05256;0.332389;0.613519;0.166509;0.832544;1;0;1;
54.800;54.800;-8.69792;9.57877;1.05256;0;0.613519;0;0;1;0;1;
55.000;55.000;"-";"-";"-";"-";"-";"-";"-";0;1;1;
